[Timestamp_micros,aout_speed_uint8,din_hall0,speed_measured_hz]
0,150,1,130.01
100,150,1,130.01
200,150,0,129.53
300,150,0,129.53
400,150,0,129.53
500,150,0,129.53
600,150,0,129.53
700,150,0,129.53
800,150,0,129.53
900,150,0,129.53
1000,150,0,129.53
1100,150,0,129.53
1200,150,0,129.53
1300,150,0,129.53
1400,150,0,129.53
1500,150,0,129.53
1600,150,0,129.53
1700,150,0,129.53
1800,150,0,129.53
1900,150,0,129.53
2000,150,0,129.53
2100,150,0,129.53
2200,150,0,129.53
2300,150,0,129.53
2400,150,0,129.53
2500,150,0,129.53
2600,150,0,129.53
2700,150,0,129.53
2800,150,0,129.53
2900,150,0,129.53
3000,150,0,129.53
3100,150,0,129.53
3200,150,0,129.53
3300,150,0,129.53
3400,150,0,129.53
3500,150,0,129.53
3600,150,0,129.53
3700,150,0,129.53
3800,150,0,129.53
3900,150,0,129.53
4000,150,0,129.53
4100,150,1,129.53
4200,150,1,129.53
4300,150,1,129.53
4400,150,1,129.53
4500,150,1,129.53
4600,150,1,129.53
4700,150,1,129.53
4800,150,1,129.53
4900,150,1,129.53
5000,150,1,129.53
5100,150,1,129.53
5200,150,1,129.53
5300,150,1,129.53
5400,150,1,129.53
5500,150,1,129.53
5600,150,1,129.53
5700,150,1,129.53
5800,150,1,129.53
5900,150,1,129.53
6000,150,1,129.53
6100,150,1,129.53
6200,150,1,129.53
6300,150,1,129.53
6400,150,1,129.53
6500,150,1,129.53
6600,150,1,129.53
6700,150,1,129.53
6800,150,1,129.53
6900,150,1,129.53
7000,150,1,129.53
7100,150,1,129.53
7200,150,1,129.53
7300,150,1,129.53
7400,150,1,129.53
7500,150,1,129.53
7600,150,1,129.53
7700,150,1,129.53
7800,150,1,129.53
7900,150,0,130.62
8000,150,0,130.62
8100,150,0,130.62
8200,150,0,130.62
8300,150,0,130.62
8400,150,0,130.62
8500,150,0,130.62
8600,150,0,130.62
8700,150,0,130.62
8800,150,0,130.62
8900,150,0,130.62
9000,150,0,130.62
9100,150,0,130.62
9200,150,0,130.62
9300,150,0,130.62
9400,150,0,130.62
9500,150,0,130.62
9600,150,0,130.62
9700,150,0,130.62
9800,150,0,130.62
9900,150,0,130.62
10000,150,0,130.62
10100,150,0,130.62
10200,150,0,130.62
10300,150,0,130.62
10400,150,0,130.62
10500,150,0,130.62
10600,150,0,130.62
10700,150,0,130.62
10800,150,0,130.62
10900,150,0,130.62
11000,150,0,130.62
11100,150,0,130.62
11200,150,0,130.62
11300,150,0,130.62
11400,150,0,130.62
11500,150,0,130.62
11600,150,0,130.62
11700,150,0,130.62
11800,150,1,130.62
11900,150,1,130.62
12000,150,1,130.62
12100,150,1,130.62
12200,150,1,130.62
12300,150,1,130.62
12400,150,1,130.62
12500,150,1,130.62
12600,150,1,130.62
12700,150,1,130.62
12800,150,1,130.62
